LG;MT;NEM;PROM;ICA;PTJEPOND;REM;PTEST;NP1AL;NP2AL;NP3AL;NP1CAL;NP2CAL;NP3CAL;NFAL;NFCAL;PROM.MAT;PlanEstudio;UA
591;644;694;5,36;740;645;736;0,58;5,1;4,9;4,6;6;4,2;3,5;5;4,8;4,9;IND;V
607;712;614;4,666666667;710;674;646;0,7;3,7;5,1;3,5;3,5;4;4,2;4;4;4;IND;S
657;685;603;4,858333333;730;660;603;0,74;5,7;5,1;3,3;5,2;4,6;3,8;4,9;4;4,5;IND;V
653;768;571;4,783333333;680;704;571;0,7;4,5;6,8;2,2;4,8;5,7;5,2;5,1;5,5;5,3;IND;S
598;712;530;4,545454545;690;656;542;0,7;5,5;5;3,6;6;4,8;4;4;4,6;4,3;COM;S
616;691;696;4,708333333;710;673;717;0,68;4,7;4,4;5,2;3,3;4,9;3,5;4,5;4;4,3;IND;S
626;685;556;4,258333333;630;655;556;0,58;4,8;6,2;4,8;4;3,1;3,7;4,6;4,5;4,6;IND;S
657;712;708;4,290909091;604,5;698;736;0,74;4,5;5,2;3,8;4,8;4;3,9;4,3;3,8;4,1;COM;S
786;704;593;3,909090909;477,3;680;593;0,68;6;3,3;2,8;4;3,3;2,8;3,8;3,4;3,6;COM;S
607;673;702;4,872727273;730;675;709;0,66;4,2;6;3,4;4,3;4,3;5,3;4,7;4,2;4,5;COM;S
;;;1,5;;;;;3,8;;;;;;2;1,1;1,6;COM;S
591;704;688;5,7;810;688;703;0,76;6;5,3;6,2;6;5,3;4,5;6,1;5,9;6;COM;S
636;668;655;5,254545455;770;658;656;0,58;5,2;6,1;6,1;4,9;5,3;4,5;5,9;4,8;5,4;COM;S
607;704;647;4,772727273;720;680;653;0,82;6,4;6,1;4,2;5,9;5,5;3,3;4,9;4,3;4,6;COM;S
525;635;;4,936363636;730;612;;0,56;3;5,5;6,1;5,8;4,5;4,9;5,4;4,7;5,1;COM;S
;;;3,118181818;397,3;;;0,6;4,4;1,4;2,4;5,6;2,7;2,6;2,7;3,5;3,1;COM;V
574;679;603;4,883333333;730;651;603;0,76;5,6;6,2;5,3;4,3;4,9;3,2;4,8;4;4,4;IND;S
626;685;622;5,916666667;830;663;628;0,78;6,2;5,1;5,9;4,1;4,7;;6;5,6;5,8;IND;S
591;737;667;3,872727273;520,9;700;681;0,88;6,4;;4,4;5,1;3,8;4,1;4,2;3,6;3,9;COM;S
;;;4,754545455;720;640;;0,56;4,6;4,7;6;5,8;4,7;3,5;5,3;4,3;4,8;COM;S
657;697;676;4,736363636;710;691;690;0,68;4,6;4,4;3,8;6;4;3,9;4,1;4,5;4,3;COM;S
657;639;534;3,190909091;407,3;618;534;0,54;3;2,2;1,8;2,4;1,6;3,1;1,8;2,3;2,1;COM;V
574;712;618;5,65;810;680;642;0,84;6,2;6;5,8;4,8;5,9;3,4;6;5;5,5;IND;S
591;719;631;4,325;610;684;631;0,72;3,2;6,5;2,8;4,5;3,8;1,8;4,2;3,1;3,7;IND;S
657;679;511;3,909090909;520,9;645;511;0,64;2,8;3,6;3,1;4,8;3,7;2,1;3;3;3;COM;V
;;;4,009090909;530,9;;;0,66;2,1;4;2,7;5,6;2,8;4,3;3,2;3,7;3,5;COM;S
525;704;622;3,525;470;656;622;0,54;2,3;3,7;1,8;3,3;3;1,9;2,7;2,4;2,6;IND;S
518;673;670;5,172727273;760;655;670;0,76;5,5;5;4,7;6,5;5,6;5,3;5,2;5,7;5,5;COM;S
646;775;564;4,890909091;730;702;564;0,78;4,4;5,5;2,6;6,9;5,4;5;5,3;5;5,2;COM;S
626;704;665;4,783333333;720;685;687;0,84;5;5;4;5,4;4,6;4,6;4,1;4,5;4,3;IND;S
574;691;597;5,141666667;750;652;606;0,78;3,7;6,2;4,5;4,8;4,3;4,7;5,5;4,4;5;IND;S
626;712;569;4,383333333;640;665;569;0,88;3,3;6;2,8;6,5;4,8;5,4;4,5;5,7;5,1;IND;S
755;697;708;5,145454545;750;716;732;0,68;4,7;5,1;6,1;4;3,7;3;4,8;4,2;4,5;COM;S
598;673;704;4,309090909;604,5;679;850;0,62;5,5;4,5;4,6;2,3;3,9;2,1;4,7;3,2;4;COM;S
626;658;579;3,490909091;480,9;636;606;0,48;4,8;5,2;3,1;3,5;1,9;2,7;4;1,8;2,9;COM;V
531;648;700;4,93;690;645;728;0,48;4,4;4;4,8;4,3;4,5;4,4;4,5;4,4;4,5;IND;V
598;697;579;4,7;710;664;596;0,82;4,2;5,8;4,3;5,3;5,4;3,1;4,7;4,3;4,5;IND;S
729;668;589;4,541666667;690;655;603;0,58;4,7;3,8;4,5;3,8;4,9;3,3;4,4;4,1;4,3;IND;S
;;;5,536363636;790;634;;0,56;4,4;5,2;5,1;5,1;4,5;6,2;5,2;5,5;5,4;COM;S
;;;2,808333333;320;702;;0,92;3,7;5,2;;3,5;;;2,5;1,8;2,2;IND;S
626;691;647;4,675;710;674;652;0,72;4,5;4,4;3,5;3,1;5,2;2,9;4,5;4;4,3;IND;S
598;685;670;4,708333333;710;677;774;0,82;4,8;4,3;3,1;4,5;4,5;3,1;4,5;4,2;4,4;IND;S
694;737;513;4,82;680;676;513;0,68;5,2;4,4;4,3;5,3;4,8;3,1;4,6;4;4,3;IND;V
568;697;711;4,563636364;634,5;680;745;0,7;4,3;6,4;3,1;5,3;4,5;3,4;4;3,8;3,9;COM;S
574;626;;2,627272727;347,3;612;;0,32;1,1;1,1;1,3;1,7;1,1;2,6;1,1;1,7;1,4;COM;V
;;;3,083333333;352;634;;0,42;2,2;1,5;;3,1;3,3;3,6;1,4;3;2,2;IND;S
518;630;581;3,427272727;427,3;611;581;0,48;3,6;3,4;1,6;3,1;3,8;2,4;2,9;2,7;2,8;COM;V
729;719;645;5,191666667;760;697;657;0,66;5,5;3,6;4,1;3,4;5,8;2,4;4,5;4;4,3;IND;V
;;;5,054545455;750;;;0,66;4,1;4,3;3,8;5,6;4,5;5,6;4;5;4,5;COM;S
681;756;661;5,45;790;725;733;0,9;5,8;6,2;5,3;5,8;5,6;3;5,9;5,3;5,6;IND;V
646;663;647;4,058333333;550;654;647;0,64;4,1;4,5;4;2,4;3,7;2,5;4,3;2,8;3,6;IND;S
618;719;629;5,683333333;810;688;648;0,94;6,2;4,6;5,7;5,6;6,3;3,9;5,8;5,4;5,6;IND;S
607;719;706;5,3;770;703;743;0,76;6,7;3,9;5,4;5,3;5,7;6;4,9;5,3;5,1;COM;S
;;;4,118181818;540,9;648;;0,56;3,3;3,1;2,6;5,4;2,8;3,3;2,9;3,3;3,1;COM;S
736;690;595;4,472727273;646,4;674;595;0,72;4,7;6,2;4,1;4,9;4,3;3,4;4,2;4,2;4,2;COM;V
729;673;597;3,725;490;666;621;0,66;3,3;3,2;2,4;3,3;5,2;1,7;2,4;2,9;2,7;IND;S
582;691;620;5,05;750;663;637;0,82;5,3;5,6;5,1;4,4;5,1;3,6;5,2;4;4,6;IND;S
;;;4,4;614,5;;;0,56;3,6;5,3;3,2;3,5;3,6;3,3;4;3;3,5;COM;S
582;644;721;4,754545455;720;653;761;0,48;2,5;4,5;5,7;4,6;3,8;4;4,6;4,1;4,4;COM;V
681;697;564;4,308333333;610;666;564;0,84;3,7;3,6;3,5;3,9;4,1;3;3,7;4;3,9;IND;S
636;719;719;5,875;830;714;766;0,78;5,7;6,7;6,2;5,8;5,2;5,4;6,2;5,5;5,9;IND;V
;;;3,272727273;373,6;;;0,34;4,8;3,3;;3,4;3,8;;2,6;2,4;2,5;COM;V
492;712;581;4,55;700;653;581;0,74;2,9;4;3,8;3,5;4,8;2,3;4;4;4;IND;S
582;685;659;4,008333333;520;673;670;0,82;3;4,2;2,2;1,3;3,5;2,7;3,2;2,7;3;IND;S
626;691;540;4,758333333;720;654;540;0,82;5,5;5,3;4,4;5,1;5,4;3,2;4,9;4,2;4,6;IND;V
646;679;589;4,463636364;690;652;589;0,66;5,1;4;3,1;5,7;4,3;4,2;4;4,3;4,2;COM;S
607;679;496;4,325;610;627;496;0,68;3,3;4,2;4,1;2,8;3;1,9;4;2,5;3,3;IND;V
657;673;629;4,618181818;700;654;629;0,78;5,8;4;4,8;5,6;5;3,4;4,8;4;4,4;COM;S
626;775;603;4,775;720;717;603;0,84;4,7;5,5;3,5;5,3;6,2;3,8;4,4;4,5;4,5;IND;S
;;;4,763636364;720;618;;0,72;4,9;4,3;3,5;5,4;4,8;3,4;5,1;4;4,6;COM;S
755;668;639;5,418181818;780;672;650;0,46;5,7;6,1;5,4;6,4;4,8;4,2;5,2;4,8;5;COM;S
710;679;643;5,763636364;820;678;652;0,86;7;6,2;4,8;7;5,3;6,2;6,5;5,8;6,2;COM;S
546;644;597;1,745454545;;622;619;0,58;;;;2,2;3;;;1,6;1,6;COM;V
574;691;725;4,6;634,5;688;786;0,8;5,3;4,3;4,7;4,8;3,5;2,6;4,9;3,2;4,1;COM;S
681;663;723;4,366666667;640;676;781;0,86;3,2;5,4;3,4;4;4,5;3,6;4;4;4;IND;S
591;573;723;3,754545455;510,9;618;850;0,28;1,4;4;3,6;2,1;2;2,7;3,3;2,1;2,7;COM;V
;;;3,981818182;530,9;642;;0,46;3,6;2,8;2,9;3,8;2,8;2,3;2,6;2,6;2,6;COM;S
657;794;521;5,090909091;750;706;521;0,88;5,1;5,1;4,5;5,5;5,7;4,9;5,1;5;5,1;COM;S
646;639;624;4,89;690;632;639;0,58;4;3,8;3,2;4,6;4,9;4,1;4,1;4,2;4,2;IND;V
598;691;589;4,516666667;690;661;589;0,66;5,2;5,8;4,9;3,8;5;2,9;4,6;4;4,3;IND;S
729;697;732;5,8;820;708;799;0,8;5,4;5;6,5;5,6;5,7;4,4;6;5,2;5,6;COM;V
;;;3,866666667;510;596;;0,34;1,9;2,9;3;2,8;3;1,3;3,2;2;2,6;IND;S
560;679;672;5,627272727;800;669;703;0,76;6,1;6,3;6,7;5,9;5,4;5,9;6,3;5,7;6;COM;S
626;812;513;5,163636364;760;714;513;0,84;5,7;6,1;4,9;6,4;4,8;5,6;5,2;5,2;5,2;COM;S
755;673;593;4,4;680;666;593;0,7;4,1;3,5;2,6;4,5;4,5;3,4;4,2;4;4,1;COM;S
616;704;682;5,358333333;780;693;708;0,74;5,3;4,8;5,5;5,4;5,1;4,5;5,2;4,9;5,1;IND;V
669;668;612;4,854545455;730;661;612;0,66;2,9;5,8;6;6,4;3,9;3,7;4,2;4,4;4,3;COM;S
498;668;721;5,227272727;760;659;762;0,64;4,5;4,9;5,4;4,6;3,3;4,8;5,4;4,7;5,1;COM;S
;;;3,545454545;502,7;;;;;;;4,8;4;3,6;;4;4;COM;V
607;658;674;4,372727273;614,5;652;700;0,56;5;4,5;2,9;4,1;3,7;2,4;4;3,3;3,7;COM;S
;;;4,418181818;636,4;;;0,56;5,4;2,9;2,6;5,4;3,3;3,8;3,1;4;3,6;COM;S
574;639;577;4,6;700;620;577;0,56;4;3,2;5,7;2,7;4;4,1;4,8;4;4,4;IND;V
568;635;620;4,618181818;700;633;620;0,64;4,3;4,1;4,7;5;5,4;3,6;4,5;4,4;4,5;COM;V
681;622;700;4,8;720;650;716;0,62;3,1;5,4;4,2;4,6;4,8;4,4;4,5;4,4;4,5;COM;V
636;728;702;5,881818182;830;713;744;0,9;6,3;4,9;4,9;6,1;5;6,7;5,4;6,1;5,8;COM;S
574;648;637;4,36;580;639;667;0,68;4,8;6,2;2,4;5;3,3;3,4;4,3;3,9;4,1;IND;V
661;719;690;5,8;820;706;712;0,58;5,6;6;7;6,5;6,3;6;6,3;6;6,2;COM;S
;;;4,418181818;680;;;0,26;3,6;4,3;5,1;4,1;3,3;4,5;4;4;4;COM;V
626;712;556;4,845454545;720;662;556;0,6;5,1;5,8;5,2;4,4;3,9;3,9;4,6;4,5;4,6;COM;S
729;679;601;4,854545455;730;680;601;0,64;4,5;4,3;5;6,4;4,3;4,3;4,6;4,4;4,5;COM;S
607;728;647;5,772727273;820;691;656;0,68;5,4;7;6,7;6,4;6;4,8;6,3;5,7;6;COM;V
616;737;672;5,645454545;800;710;687;0,84;6,4;5,7;7;5,8;4,5;4,4;6,4;5,1;5,8;COM;S
710;668;678;4,608333333;640;682;742;0,7;4;4,9;3,7;3,9;3,9;3,2;4,4;3,7;4,1;IND;S
539;691;706;5,063636364;750;678;744;0,72;5,1;5,7;5,1;5,4;4;3,5;5,2;4,3;4,8;COM;S
681;630;698;4,445454545;614,5;662;725;0,42;3;5,8;3;3,5;4,3;3,4;4;3,5;3,8;COM;S
770;653;717;5,4;780;683;746;0,64;5,6;6,3;4,2;6,3;4,1;4,6;5,1;5;5,1;COM;S
560;653;558;4,666666667;710;622;558;0,64;4,5;5,9;3,5;4,5;4,1;2,6;4,4;4;4,2;IND;V
636;712;633;4,227272727;616,4;691;633;0,8;6,9;6,3;4,2;5,8;3,9;4,1;5,1;4,5;4,8;COM;S
818;794;742;5,433333333;780;785;838;0,82;5;4,4;4,5;5,6;5,1;4,4;5,3;5,3;5,3;IND;S
636;728;698;5,333333333;770;716;741;0,9;5,2;6,4;4,3;6,3;5,6;5,8;4,9;5,9;5,4;IND;S
669;704;633;5,818181818;820;689;644;0,92;6,3;6,3;6,1;6,3;6;6,2;6,3;6,2;6,3;COM;S
626;658;686;5,236363636;760;658;727;0,76;6,2;6,3;5,2;6,7;5,4;4,7;6,1;5,8;6;COM;V
568;691;605;3,8;467,3;656;605;0,6;4,7;2,8;2,8;2,8;3,8;2,4;3,4;2,4;2,9;COM;S
;;;4,472727273;690;640;;0,6;4,6;4,4;4,3;4,7;3,3;2,9;4,6;4;4,3;COM;S
607;728;651;5,363636364;780;694;653;0,74;5,9;6,1;5,1;6,6;5,4;5,1;5,8;4,8;5,3;COM;S
560;719;694;5,545454545;790;686;708;0,56;5,8;6,5;6,7;5,5;5,3;3,9;6,5;5,2;5,9;COM;V
598;648;558;4,509090909;646,4;622;558;0,26;4;5,5;4,4;5;4,8;3,9;5,5;4,6;5,1;COM;V
598;728;608;4,383333333;640;677;608;0,76;4;6,6;3,2;3,2;4,9;3,6;4,4;4;4,2;IND;S
626;737;655;4,966666667;730;707;684;0,92;5,8;5,4;5,1;4,3;4,6;3,7;5;4,2;4,6;IND;S
669;648;678;4,718181818;644,5;656;701;0,7;4,4;5,2;4;4,2;4,1;3,2;5,1;3,5;4,3;COM;S
636;775;595;4,781818182;720;706;595;0,84;5,2;6,5;5,7;5,2;4,2;4,3;4,9;4,4;4,7;COM;S
755;644;620;3,863636364;520,9;658;668;0,66;3,1;2;3,2;3,4;2,7;1,5;2,1;2,9;2,5;COM;S
;;;5,016666667;740;;;0,84;5;6;2,6;5,9;5,5;4;4,7;4,9;4,8;IND;S
552;653;567;4,166666667;540;627;591;0,72;4;2,4;3,6;3,2;4,6;2,2;3,3;3,3;3,3;IND;V
626;648;665;5,054545455;750;653;687;0,7;;6,2;5,7;5,3;4,8;4,9;4,5;4,8;4,7;COM;S
626;597;622;4,727272727;710;619;628;0,68;3,4;5,1;5,3;4,1;5,3;4,4;4,5;4,8;4,7;COM;V
598;719;581;4,345454545;670;666;581;0,72;5,5;3,7;5,2;5;5,8;4,2;4,2;4,2;4,2;COM;S
598;668;589;3,933333333;470;647;589;0,74;3;5,7;2,1;4,2;3,4;1,8;3,4;3,2;3,3;IND;S
646;741;674;4,390909091;592,7;703;675;0,72;;;;5,9;4,8;2,4;;4,7;4,7;COM;S
616;697;546;4,033333333;480;649;546;0,7;2,5;4,2;3,4;3,4;3,6;1,9;3,2;2,8;3;IND;S
669;653;672;5,154545455;694,5;660;697;0,68;5,6;6,2;4;3,3;4,7;4,1;5,7;3,7;4,7;COM;S
694;728;723;6,345454545;870;724;776;0,84;6,9;6,9;5,7;7;6,3;6,8;6,5;6,6;6,6;COM;S
512;653;521;5,53;750;605;521;0,72;6,3;6,6;4;5,2;5,3;3,9;5,7;5;5,4;IND;V
591;685;635;4,975;740;651;636;0,72;4,5;5,8;5,3;3,4;4,6;4,9;4,8;4,5;4,7;IND;S
729;704;655;4,716666667;590;701;672;0,82;4;4,6;3,5;4,9;4,2;2;3,5;3,5;3,5;IND;S
;;;4,927272727;730;643;;0,64;6,4;6,6;4,4;6,4;4,7;3,1;5,8;4,2;5;COM;S
626;673;661;4,983333333;740;665;684;0,62;3,1;3,3;4,3;4;4,4;3,9;4;4;4;IND;S
;;;4,058333333;490;613;;0,46;3,5;3,2;3,7;3,1;4,1;3;3,6;3,5;3,6;IND;S
694;719;647;4,708333333;710;698;673;0,76;5,8;5,5;1,7;5;5;3,6;4;4,5;4,3;IND;V
574;658;680;4,781818182;720;646;680;0,64;3,3;4,2;3;5,5;4;4,3;4,7;4,4;4,6;COM;S
626;594;;3,6;490,9;612;;0,36;3,1;2,9;1,9;3,1;1,9;3,8;2,9;2,6;2,8;COM;V
591;622;542;3,754545455;467,3;611;542;0,54;4,4;3,3;4,3;3,4;2,1;2;3,7;2,7;3,2;COM;V
636;794;696;5,545454545;790;744;722;0,86;7;5,7;6,2;5,3;5,8;4,6;6,2;5,2;5,7;COM;S
598;756;509;5,372727273;780;680;509;0,84;6,4;5,8;6,4;6,5;5,3;5,2;6,2;5,7;6;COM;S
560;685;684;4,990909091;740;669;685;0,66;6,8;4,8;5,1;5,3;4,2;4,3;4,6;4,5;4,6;COM;S
568;691;591;4,583333333;700;656;591;0,7;5,2;1,8;3,3;4,6;4,7;3;4;4;4;IND;V
598;663;659;4,125;550;658;748;0,72;2,8;4,1;4,5;2,8;4,3;2,6;4;3,1;3,6;IND;S
552;594;;3,845454545;510,9;612;;0,32;5;5,1;1,1;3,3;4;2,6;3;3,3;3,2;COM;V
657;673;592;4,445454545;680;660;592;0,8;4,5;5;3,7;5,9;5,3;3;4;4,3;4,2;COM;S
;;;4,1;540,9;;;0,26;3,4;4,4;2,5;3;2;2,5;3,3;2,7;3;COM;S
568;653;616;4,654545455;710;629;617;0,6;4,2;6,2;5,3;3,8;5,8;4;5;4,8;4,9;COM;V
552;691;622;6;;649;622;0,78;3,1;;;3,7;;;1,7;1,9;1,8;IND;S
;;;3,790909091;457,3;615;;0,66;5;4;2,4;1,9;3,8;2,1;4;2,5;3,3;COM;S
591;704;614;4,508333333;690;677;614;0,84;3,3;5,3;2,7;5,6;4;3,1;4,1;4,4;4,3;IND;S
646;719;706;5,827272727;820;702;748;0,72;5,3;7;6,6;5,9;5,8;5,3;6,3;5,7;6;COM;V
636;697;676;4,908333333;730;686;680;0,76;5,3;6,8;3,8;5;4,7;3,2;5;4,3;4,7;IND;S
646;685;622;4,527272727;690;662;629;0,62;5,5;5,8;1,5;4,5;2,8;3,5;4,6;4;4,3;COM;S
598;635;571;2,690909091;;620;571;0,38;4,1;1,4;2,4;3,7;;;2,3;1,6;2;COM;V
646;704;538;4,033333333;540;659;538;0,72;4,3;3,1;4,1;3,9;3,1;2,2;4;3,2;3,6;IND;S
512;679;490;5,083333333;750;613;490;0,64;6,1;5,9;3,8;5,1;4,5;2,6;4,4;4,4;4,4;IND;V
681;719;700;5,325;770;705;722;0,82;4;5,7;4,2;4,9;4,7;3,8;5,6;4,9;5,3;IND;S
607;668;655;5,454545455;790;653;658;0,68;7;6,3;6,8;6,6;3,8;5,7;6,2;5,4;5,8;COM;S
;;;4,509090909;690;;;0,4;4,2;3,3;3,2;4,2;4,8;2,6;4;4;4;COM;S
;;;5,472727273;790;;;0,74;5,3;5,9;3,7;6,6;5,2;6,3;5,4;6;5,7;COM;S
582;685;672;4,054545455;540,9;668;680;0,58;4,6;3,9;3,7;3,8;3,3;2,6;3,7;2,8;3,3;COM;S
607;704;571;4,127272727;540,9;652;571;0,58;3,5;3;2,7;4,1;3,8;3,3;2,5;3,8;3,2;COM;S
;;;3,727272727;457,3;640;;0,64;2,6;;1,2;4,1;2,8;2,1;2,6;2,6;2,6;COM;S
646;712;690;5,236363636;760;700;723;0,86;6,2;5,3;5,3;5,6;4,1;3,7;6,2;4,4;5,3;COM;S
657;691;573;4,225;600;661;;0,6;5;;4,3;1,9;3,6;2,6;4,1;3;3,6;IND;S
598;712;511;4,7;710;649;511;0,74;5,5;4;4,4;6,6;5,3;4;5;4,4;4,7;IND;S
582;668;637;4,325;570;647;637;0,78;4,3;4,5;3;3,1;3,5;3,5;4;2,9;3,5;IND;S
560;697;552;4,791666667;720;645;552;0,7;4,6;5,5;6,1;4,4;4,3;4,6;4,8;4,5;4,7;IND;S
636;679;542;4,191666667;540;646;542;0,7;3,3;2,8;3,8;3,3;4,5;2,7;3,2;3,3;3,3;IND;S
;;;5,754545455;820;;;0,72;6,5;6;7;6,4;5;5,5;6,6;5,5;6,1;COM;S
626;756;653;4,966666667;740;714;687;0,74;5,5;6,6;4,1;4,3;5,3;4,5;5,1;4,3;4,7;IND;S
582;691;599;4,416666667;640;650;599;0,84;4,9;4,6;4,7;5,4;4,2;2,7;4,8;4;4,4;IND;S
657;697;696;5,654545455;810;695;728;0,66;7;6,2;5,7;5,6;6,1;6,5;6,3;5,8;6,1;COM;S
636;712;564;4,016666667;520;665;564;0,86;3,7;4,5;2,3;3,5;3,7;1,5;3,1;2,9;3;IND;S
574;673;620;4,945454545;730;654;637;0,72;5,5;5,1;3,3;5,1;4,7;3,8;4,1;4,4;4,3;COM;S
646;728;684;5,190909091;760;703;689;0,74;6,2;6,4;4,8;6,4;5,6;3,6;6,1;4,5;5,3;COM;S
626;668;674;5,454545455;790;667;758;0,66;4,6;6,1;7;6,6;4,3;3,9;6;4,6;5,3;COM;S
626;756;624;5,418181818;780;713;639;0,76;5,6;5,5;6,4;5,3;5,1;4,7;6;5;5,5;COM;S
591;630;616;3,927272727;520,9;621;621;0,52;2,9;3,9;4;2,8;2,2;5;3,8;3;3,4;COM;V
598;658;653;5,675;810;650;689;0,76;4,5;6,5;4,5;6,7;5,7;4,6;5,4;5,9;5,7;IND;S
;;;5,4;780;;;0,74;5,8;5,2;4;6;5,2;5,3;5,3;5,7;5,5;IND;S
531;697;633;5,433333333;780;656;633;0,8;4,1;6,7;4,7;5,2;5;3,2;5,7;5,1;5,4;IND;S
626;812;655;5,418181818;780;745;655;0,8;5,7;5,3;5,4;4,9;5,6;3,6;5,8;4,4;5,1;COM;V
546;719;688;5,390909091;780;693;694;0,86;6;5,8;5,8;6;5;5,6;6;4,9;5,5;COM;S
;;;3,509090909;480,9;632;;0,46;2,3;3,1;2;1,8;2,3;1,4;2,4;1,8;2,1;COM;S
607;679;635;4,6;700;657;639;0,54;4,3;1,4;4,8;4,2;4,5;2,7;4,2;4,2;4,2;IND;S
505;737;637;5,025;740;688;637;0,8;5,8;4,8;4,1;5,9;4,4;4,6;5,5;4,8;5,2;IND;S
657;663;610;4,809090909;720;654;652;0,64;3,6;4,9;5,1;6;4,6;3,7;4,3;4,3;4,3;COM;S
669;728;579;4,966666667;740;688;593;0,8;3,8;5,4;4,4;5;4,7;3,2;4,5;5,1;4,8;IND;S
669;679;608;4,863636364;730;666;608;0,36;4,2;4,5;4,3;4,3;4,2;3,7;4,4;4,3;4,4;COM;S
681;719;713;4,441666667;680;713;742;0,72;5,6;4,7;3,2;4,1;5,5;4;4,2;4,5;4,4;IND;S
546;673;729;4,709090909;710;680;792;0,64;4,5;4,2;5,3;4,5;3,8;2,4;4,6;4;4,3;COM;S
636;728;641;5,390909091;780;695;644;0,74;5,9;6,1;5,7;5,7;5;3,9;5,6;5,1;5,4;COM;V
;;;5,127272727;750;657;;0,54;5,8;6,3;3,1;5,3;3,3;3,8;5;4,2;4,6;COM;S
591;691;633;5,145454545;750;668;653;0,72;4,8;6,7;6,2;5,6;5,5;2,4;5,9;5,4;5,7;COM;S
646;658;641;4,627272727;634,5;653;641;0,48;4,1;4,6;3,7;3,9;3,6;3,4;4,5;3,5;4;COM;S
582;668;661;4,318181818;604,5;654;664;0,7;4,6;4,7;3,4;2,9;3,8;4,8;4,1;3,5;3,8;COM;S
;;;4,591666667;700;640;;0,66;4,7;4,3;3,9;3,5;4,9;3,8;4,1;4;4,1;IND;V
607;719;732;5,683333333;810;708;781;0,9;5,8;6,7;6,1;6,3;5;5,2;6,2;5,8;6;IND;S
582;648;599;4,672727273;710;641;659;0,5;4,9;5,9;5,4;4,9;3,7;3;5;4,4;4,7;COM;V
607;639;;4,672727273;710;652;;0,64;6,5;2;3,6;5,5;4;2,4;4;4;4;COM;S
505;704;560;4,616666667;700;646;560;0,82;4,9;4,6;3,3;5,4;4,3;4;4,5;4,5;4,5;IND;S
694;663;612;4,716666667;670;652;651;0,72;4,2;5,5;5,3;5;4,9;4,9;5,2;4,8;5;IND;S
;;;3,763636364;510,9;636;;0,44;2,8;4;3,4;1,3;2,8;2,1;3,4;2;2,7;COM;S
;;688;4,209090909;594,5;643;;0,34;1,5;3,5;4,1;2,6;3,3;2,5;4;2,7;3,4;COM;S
636;697;680;5,572727273;800;684;698;0,84;6,6;7;6;4,7;5,7;4,1;6,3;5,5;5,9;COM;S
531;704;610;5,081818182;750;668;610;0,84;4,9;5,1;3,4;5,8;4,1;5;5;4,9;5;COM;S
616;719;674;5,045454545;740;697;700;0,78;6,3;5,8;5;6,1;5,2;4,8;5,5;4,7;5,1;COM;S
616;679;571;3,775;500;648;571;0,7;5,3;4;2,1;3,5;3,1;2,5;3,7;2,4;3,1;IND;S
802;685;752;6,118181818;850;722;789;0,66;7;7;6;6,6;6,3;6,1;6,6;6,3;6,5;COM;V
;;;5,063636364;750;622;;0,68;5,9;4,2;4,3;5,3;3,7;4,9;5,1;4,3;4,7;COM;S
591;653;715;4,633333333;700;663;734;0,72;2,4;5,4;4,4;4,8;4,4;3,4;4,1;4,5;4,3;IND;S
694;697;622;4,725;710;680;662;0,7;4,8;3,9;4,8;3,9;5,7;4,2;4,8;4,1;4,5;IND;S
;;560;5,35;780;626;;0,76;5,7;4,7;5,5;4;5,9;5,1;5,2;5,8;5,5;IND;V
613;713;700;4,627272727;700;695;719;0,74;6,3;5,1;4,4;5,4;5,3;3,8;4,1;4,5;4,3;COM;S
626;679;639;4,972727273;740;667;639;0,6;5,1;5,8;6;5,3;5,4;5;5,3;4,9;5,1;COM;S
;;;5,209090909;760;;;;;;;5,3;4,4;3,6;;4,9;4,9;COM;V
694;712;704;4,9;730;707;740;0,9;4;4,7;4,4;4,8;3,7;4,6;4,1;4,5;4,3;IND;S
729;644;601;4,983333333;740;641;602;0,54;4,3;3,5;3,8;3,9;4,7;4,4;4,3;4,5;4,4;IND;V
626;691;571;5,818181818;820;659;571;0,72;7;7;7;7;5,6;5,5;7;5,8;6,4;COM;S
626;712;641;4,881818182;730;691;660;0,8;5,7;6,6;4,5;5,4;3,4;4,3;5,2;4,5;4,9;COM;S
669;673;585;4,536363636;690;655;585;0,74;4,1;4,2;5,4;4,5;3,8;3,4;4,3;4,3;4,3;COM;S
568;685;589;4,6;700;648;589;0,72;3,2;3,2;4,1;4;5,2;4;4,8;4,6;4,7;IND;S
598;719;573;3,863636364;477,3;661;573;0,68;3,8;2,8;2,2;5;2,8;3,1;2,8;3,7;3,3;COM;S
560;685;674;4,636363636;700;669;676;0,68;5,9;;6;4,3;4,4;3,5;4,5;4;4,3;COM;S
;;;4,936363636;730;;;0,78;4;3,9;4,7;5,5;5,6;4,4;4,7;4,7;4,7;COM;S
626;685;748;4,65;670;693;785;0,74;3;3,7;5,2;5;4,7;2,1;4,4;4;4,2;IND;S
582;671;641;4,745454545;710;653;641;0,72;4,7;3,2;4,6;4,4;3,7;3,9;4,3;4,4;4,4;COM;S
591;679;616;5,263636364;770;656;616;0,72;5,5;5,4;4,8;5,7;4,2;5,9;5;5,1;5,1;COM;S
616;737;474;4,73;670;658;474;0,72;3,8;5,8;4,4;4,9;4,4;3;4,5;4;4,3;IND;V
